,names,reviews,ratings,date
96,Libby Bulanda,"i really like the app! it's a super fun concept. i do wish that they would add the feature to have separate widgets for separate people, as i know that's available for ios. without that feature i'm reluctant to add more than a few people since all their photos have to share the same widget.",Rated 4 stars out of five stars,"November 24, 2022"
97,Tâm Như Phan,"I love this app but i wish the developer would update some options on Android, it is so inconvenience for me and my precious friends.",Rated 3 stars out of five stars,"March 29, 2023"
98,Aldi Dwi Putra,"I use this app in both ios and android. Unfortunately, the chat feature, where you can reply to ur friends message, only available on ios. I would be happy to give 5 stars if the developer want to give android user the same feature as ios",Rated 3 stars out of five stars,"March 29, 2023"
99,-,"- When i post a picture when there is no Internet connection, after I connect to WiFi it keeps loading forever and never gets posted which is frustrating. We should be able to post the pics when Internet connection is available. It sometimes also happens even with wifi available. - In android I'm not able to see my personal page or the pictures i posted like I can with everyone else. - i can't change brightness while using the app. - my friends pictures takes a really long time to appear for me.",Rated 2 stars out of five stars,"December 27, 2022"
100,Cody B.,"I wanted to use this app, because all my friends have Apple phones and it is advertised as cross-platform, but this app is incredibly buggy in the setup process! I had to enter my number 10 times, and it would not send me a verification code. The app seemed to work after I got in, but you can really tell the effort is put only into the iOS app. Please work on your account creation and setup process (as well as adding iOS app's features) for Android!",Rated 3 stars out of five stars,"January 26, 2023"
101,adnan nemer,The ios version is a lot better. When I open the app the brightness goes high even if I'm not trying to take a picture. Sometimes it takes so long to load the pictures. The DM isn't available in the android version. I still love this app but not the android version.,Rated 2 stars out of five stars,"January 7, 2023"
102,Larry Palmer,"Simple, I like it. It should remember last camera setting, eg. forward or back camera. I don't know why the screen gets so bright when you open the app and then dims when you close it. Keep it simple, don't keep adding ""features.""",Rated 4 stars out of five stars,"January 15, 2023"
103,William Abes,"The app itself is fun and feels fresh compared to other photo sharing apps. My issue is with the widget itself. I'm on a Pixel and have had this app on both Android 12 & 13. The boundaries of the widget are much taller than the square widget itself. This makes the widget take up much more screen real estate than necessary and prevents me from placing apps closer around it. The iPhone widget does not have this problem, even though Android has had widget capabilities for far longer. Plz fix..",Rated 4 stars out of five stars,"January 8, 2023"
104,Обжора,I love the app. But there are few things that i think you can improve such as 1-Add one more option which is video 2-Im using an Android and i can't go back just by touching the ↩️ button but i need to touch home screen button. I hope you can fix that 3-Make other options to reply the pic such as Whatsapp or Instagram 4-A notification when friends send u a pictures/videos That's all for now. I hope you guys can improve cause i really like this app!,Rated 4 stars out of five stars,"February 9, 2023"
105,Syed Putera,"I am currently having a problem/bug regaring the use of this app,1st is that the pic of my friend sned does not change on the lock screen eventhough it has been 3 days since they sent the pic,and when i click and open the app,my friend have already sent another pic but the widget does not update the pics, no. 2,is when i try to put the locket widget ,it becomes invisible and i cannot see anything",Rated 3 stars out of five stars,"January 13, 2023"
106,Safa __,"I had problem with it , I use an Android phone , and if a friend send me a comment on it , it doesn't show up,, and i cant find it or even reply. It just show a notification that someone send something. I hope you fix it , ^^",Rated 3 stars out of five stars,"January 5, 2023"
107,Leen N,"The android version is disappointing! I can't view my own lockets separately like my friends, my pictures looks soo glitched when viewed from other people's phones for some reason! Also my lockets viewed by others are duplicated. And overall the android version is sooo late with updates and even the app design is so different then the ios. Unfortunately I tried contacting locket team on every platform possible and emailed them a bunch of times with no response!.",Rated 1 stars out of five stars,"January 6, 2023"
108,Hassan Hussain,"Overall, it's a good application, but for some reason, in the last update, there is an error that doesn't allow me to see my shared lockets as a group, I do can see my friends' lockets as a group, but my doesn't shown as a group. Hope to fix ASAP",Rated 4 stars out of five stars,"January 18, 2023"
109,Luci,"It's laggy. And i can't update to my friends daily. When i send a picture, the screen turns black and I can't send the picture anymore, when that happens, I also can't preview my friend's post.",Rated 1 stars out of five stars,"February 8, 2023"
110,Kaitie Lieby,"Android / Google doesn't seem to have all the same features Apple does. Like replying to a widget, I can see if someone replies I just can't see what they said. But my friends on apple can get to them easily. But other then that, I love the app !! Wish the text limit was a bit longer but still ❤️❤️",Rated 4 stars out of five stars,"February 9, 2023"
111,Dhabia Fahed Al Khanbashi,The android version is very bad istg my friend keeps sending me messages and I can't see them or reply to them.,Rated 1 stars out of five stars,"March 19, 2023"
